opt	Cancer	clinical	prequel	found_clinical	caught	s_survival	c_survival	original_survivors	shifted_survivors	original_deaths	shifted_deaths	screen_interval	dw_scenario	scan	mode_found	aggressive
1	Bladder	2	1	1	2.854380420633016	0.8622	0.618	1.7640070999512039	2.4610467986697864	1.090373320681812	0.3933336219632297	1	1	incident	cfdna	VSlow
1	Bladder	2	2	1	0.11418266126190865	0.618	0.618	0.07056488465985955	0.07056488465985955	0.04361777660204911	0.04361777660204911	1	1	incident	cfdna	VSlow
1	Bladder	2	2	2	2.5304793257658145	0.618	0.618	1.5638362233232734	1.5638362233232734	0.9666431024425411	0.9666431024425411	1	1	incident	soc	VSlow
1	Bladder	3	1	1	1.1417521682532066	0.8622	0.495	0.5651673232853373	0.9844187194679147	0.5765848449678693	0.1573334487852919	1	1	incident	cfdna	VSlow
1	Bladder	3	2	1	0.051352641153257855	0.618	0.495	0.025419557370862638	0.03173593223271336	0.025933083782395217	0.019616708920544502	1	1	incident	cfdna	VSlow
1	Bladder	3	3	1	0.004226525908476507	0.495	0.495	0.0020921303246958707	0.0020921303246958707	0.002134395583780636	0.002134395583780636	1	1	incident	cfdna	VSlow
1	Bladder	3	3	2	1.002285627749355	0.495	0.495	0.49613138573593074	0.49613138573593074	0.5061542420134243	0.5061542420134243	1	1	incident	soc	VSlow
1	Bladder	4	1	1	2.108284944348742	0.8622	0.1628	0.3432287889399752	1.8177632790174854	1.7650561554087667	0.29052166533125673	1	1	incident	cfdna	VSlow
1	Bladder	4	2	1	0.09482443143646127	0.618	0.1628	0.015437417437855894	0.05860149862773306	0.07938701399860537	0.03622293280872821	1	1	incident	cfdna	VSlow
1	Bladder	4	3	1	0.009715871708131726	0.495	0.1628	0.0015817439140838451	0.004809356495525204	0.008134127794047881	0.004906515212606522	1	1	incident	cfdna	VSlow
1	Bladder	4	4	1	0.00113727109387989	0.1628	0.1628	1.851477340836461e-4	1.851477340836461e-4	9.521233597962438e-4	9.521233597962438e-4	1	1	incident	cfdna	VSlow
1	Bladder	4	4	2	1.8477064280612114	0.1628	0.1628	0.3008066064883652	0.3008066064883652	1.546899821572846	1.546899821572846	1	1	incident	soc	VSlow
1	Breast	1	1	1	3.999502276581327	0.9824	0.9824	3.9291110365134956	3.9291110365134956	0.07039124006783115	0.07039124006783115	1	1	incident	cfdna	VSlow
1	Breast	1	1	2	86.02111157410039	0.9824	0.9824	84.50714001039623	84.50714001039623	1.5139715637041624	1.5139715637041624	1	1	incident	soc	VSlow
1	Breast	2	1	1	2.618720647770194	0.9824	0.9286	2.4317439935194023	2.572631164369439	0.1869766542507919	0.046089483400755284	1	1	incident	cfdna	VSlow
1	Breast	2	2	1	16.413154294552804	0.9286	0.9286	15.241255077921734	15.241255077921734	1.1718992166310704	1.1718992166310704	1	1	incident	cfdna	VSlow
1	Breast	2	2	2	37.10563181483959	0.9286	0.9286	34.45628970326004	34.45628970326004	2.6493421115795472	2.6493421115795472	1	1	incident	soc	VSlow
1	Breast	3	1	1	0.8334286818699111	0.9824	0.7653	0.637822970235043	0.8187603370690008	0.19560571163486817	0.014668344800910393	1	1	incident	cfdna	VSlow
1	Breast	3	2	1	5.873188703015202	0.9286	0.7653	4.494751314417535	5.453843029619917	1.3784373885976682	0.41934567339528556	1	1	incident	cfdna	VSlow
1	Breast	3	3	1	5.799366231088704	0.7653	0.7653	4.438254976652185	4.438254976652185	1.361111254436519	1.361111254436519	1	1	incident	cfdna	VSlow
1	Breast	3	3	2	5.360224564697695	0.7653	0.7653	4.102179859363146	4.102179859363146	1.2580447053345492	1.2580447053345492	1	1	incident	soc	VSlow
1	Breast	4	1	1	0.4630159343721728	0.9824	0.273	0.12640335008360318	0.4548668539272226	0.3366125842885696	0.008149080444950219	1	1	incident	cfdna	VSlow
1	Breast	4	2	1	3.262882612786223	0.9286	0.273	0.8907669532906389	3.0299127942332866	2.372115659495584	0.2329698185529364	1	1	incident	cfdna	VSlow
1	Breast	4	3	1	4.010964368996735	0.7653	0.273	1.0949932727361087	3.0695910315932013	2.915971096260626	0.9413733374035338	1	1	incident	cfdna	VSlow
1	Breast	4	4	1	0.9462950200191852	0.273	0.273	0.2583385404652376	0.2583385404652376	0.6879564795539476	0.6879564795539476	1	1	incident	cfdna	VSlow
1	Breast	4	4	2	1.242513275309857	0.273	0.273	0.33920612415959095	0.33920612415959095	0.9033071511502659	0.9033071511502659	1	1	incident	soc	VSlow
1	Cervix	1	1	1	0.5138092550545407	0.9089	0.9089	0.46700123191907206	0.46700123191907206	0.046808023135468634	0.046808023135468634	1	1	incident	cfdna	VSlow
1	Cervix	1	1	2	1.809025527554155	0.9089	0.9089	1.6442233019939714	1.6442233019939714	0.16480222556018342	0.16480222556018342	1	1	incident	soc	VSlow
1	Cervix	2	1	1	0.2535369466542108	0.9089	0.7295	0.18495520258424678	0.2304397308140122	0.068581744069964	0.023097215840198592	1	1	incident	cfdna	VSlow
1	Cervix	2	2	1	0.6494725775598927	0.7295	0.7295	0.4737902453299418	0.4737902453299418	0.17568233222995097	0.17568233222995097	1	1	incident	cfdna	VSlow
1	Cervix	2	2	2	0.1758426496989399	0.7295	0.7295	0.12827721295537667	0.12827721295537667	0.047565436743563234	0.047565436743563234	1	1	incident	soc	VSlow
1	Cervix	3	1	1	0.36736986147855033	0.9089	0.5202	0.19110580194114188	0.3339024670978544	0.17626405953740845	0.03346739438069592	1	1	incident	cfdna	VSlow
1	Cervix	3	2	1	1.0580975777910013	0.7295	0.5202	0.5504223599668789	0.7718821829985355	0.5076752178241224	0.2862153947924658	1	1	incident	cfdna	VSlow
1	Cervix	3	3	1	0.08708562453259895	0.5202	0.5202	0.045301941881857974	0.045301941881857974	0.04178368265074098	0.04178368265074098	1	1	incident	cfdna	VSlow
1	Cervix	3	3	2	0.05068171880654503	0.5202	0.5202	0.026364630123164725	0.026364630123164725	0.024317088683380308	0.024317088683380308	1	1	incident	soc	VSlow
1	Cervix	4	1	1	0.32080185086859325	0.9089	0.1835	0.05886713963438686	0.2915768022544644	0.2619347112342064	0.02922504861412883	1	1	incident	cfdna	VSlow
1	Cervix	4	2	1	0.9239725327189027	0.7295	0.1835	0.16954895975391865	0.6740379626184395	0.7544235729649841	0.24993457010046313	1	1	incident	cfdna	VSlow
1	Cervix	4	3	1	0.0946717892608692	0.5202	0.1835	0.017372273329369498	0.049248264773504156	0.0772995159314997	0.04542352448736504	1	1	incident	cfdna	VSlow
1	Cervix	4	4	1	0.011081608790919144	0.1835	0.1835	0.002033475213133663	0.002033475213133663	0.00904813357778548	0.00904813357778548	1	1	incident	cfdna	VSlow
1	Cervix	4	4	2	0.014550479230281011	0.1835	0.1835	0.0026700129387565654	0.0026700129387565654	0.011880466291524446	0.011880466291524446	1	1	incident	soc	VSlow
1	Colon/Rectum	1	1	1	10.648486277022437	0.9378	0.9378	9.98615043059164	9.98615043059164	0.6623358464307959	0.6623358464307959	1	1	incident	cfdna	VSlow
1	Colon/Rectum	1	1	2	16.414574351962756	0.9378	0.9378	15.393587827270672	15.393587827270672	1.020986524692084	1.020986524692084	1	1	incident	soc	VSlow
1	Colon/Rectum	2	1	1	11.268957134596427	0.9378	0.8396	9.46141641020716	10.568028000824528	1.8075407243892667	0.7009291337718981	1	1	incident	cfdna	VSlow
1	Colon/Rectum	2	2	1	4.58694519009932	0.8396	0.8396	3.8511991816073894	3.8511991816073894	0.735746008491931	0.735746008491931	1	1	incident	cfdna	VSlow
1	Colon/Rectum	2	2	2	9.616513108136843	0.8396	0.8396	8.074024405591693	8.074024405591693	1.5424887025451495	1.5424887025451495	1	1	incident	soc	VSlow
1	Colon/Rectum	3	1	1	12.129033654843163	0.9378	0.7082	8.589781634359928	11.374607761511918	3.539252020483234	0.7544258933312451	1	1	incident	cfdna	VSlow
1	Colon/Rectum	3	2	1	6.146201561714444	0.8396	0.7082	4.35273994600617	5.160350831215448	1.7934616157082746	0.9858507304989967	1	1	incident	cfdna	VSlow
1	Colon/Rectum	3	3	1	1.0610940318407236	0.7082	0.7082	0.7514667933496005	0.7514667933496005	0.3096272384911231	0.3096272384911231	1	1	incident	cfdna	VSlow
1	Colon/Rectum	3	3	2	8.080208090842998	0.7082	0.7082	5.722403369935011	5.722403369935011	2.3578047209079864	2.3578047209079864	1	1	incident	soc	VSlow
1	Colon/Rectum	4	1	1	9.846898797143018	0.9378	0.1327	1.3066834703808785	9.234421691960721	8.540215326762139	0.612477105182296	1	1	incident	cfdna	VSlow
1	Colon/Rectum	4	2	1	4.989764765050203	0.8396	0.1327	0.662141784322162	4.18940649673615	4.327622980728041	0.8003582683140524	1	1	incident	cfdna	VSlow
1	Colon/Rectum	4	3	1	1.2595299634914385	0.7082	0.1327	0.16713962615531391	0.8919991201446368	1.0923903373361246	0.3675308433468017	1	1	incident	cfdna	VSlow
1	Colon/Rectum	4	4	1	2.0224244021014974	0.1327	0.1327	0.26837571815886874	0.26837571815886874	1.7540486839426286	1.7540486839426286	1	1	incident	cfdna	VSlow
1	Colon/Rectum	4	4	2	4.1393686711547275	0.1327	0.1327	0.5492942226622324	0.5492942226622324	3.590074448492495	3.590074448492495	1	1	incident	soc	VSlow
1	Esophagus	1	1	1	0.2845717121159405	0.5811	0.5811	0.16536462191057302	0.16536462191057302	0.11920709020536749	0.11920709020536749	1	1	incident	cfdna	VSlow
1	Esophagus	1	1	2	1.8851399157910365	0.5811	0.5811	1.0954548050661712	1.0954548050661712	0.7896851107248652	0.7896851107248652	1	1	incident	soc	VSlow
1	Esophagus	2	1	1	0.3767259443292639	0.5811	0.3792	0.14285447808965684	0.21891544624973522	0.23387146623960703	0.15781049807952865	1	1	incident	cfdna	VSlow
1	Esophagus	2	2	1	0.9730044447870904	0.3792	0.3792	0.3689632854632646	0.3689632854632646	0.6040411593238257	0.6040411593238257	1	1	incident	cfdna	VSlow
1	Esophagus	2	2	2	1.2049300759999246	0.3792	0.3792	0.4569094848191714	0.4569094848191714	0.7480205911807533	0.7480205911807533	1	1	incident	soc	VSlow
1	Esophagus	3	1	1	0.4231716086986252	0.5811	0.226	0.0956367835658893	0.24590502181477109	0.3275348251327359	0.1772665868838541	1	1	incident	cfdna	VSlow
1	Esophagus	3	2	1	1.3606505142411691	0.3792	0.226	0.30750701621850424	0.5159586750002513	1.0531434980226648	0.8446918392409178	1	1	incident	cfdna	VSlow
1	Esophagus	3	3	1	0.39644777034763046	0.226	0.226	0.08959719609856448	0.08959719609856448	0.306850574249066	0.306850574249066	1	1	incident	cfdna	VSlow
1	Esophagus	3	3	2	0.6893487113637383	0.226	0.226	0.15579280876820487	0.15579280876820487	0.5335559025955334	0.5335559025955334	1	1	incident	soc	VSlow
1	Esophagus	4	1	1	0.7293689515781182	0.5811	0.0441	0.03216517076459501	0.42383629776204446	0.6972037808135232	0.30553265381607375	1	1	incident	cfdna	VSlow
1	Esophagus	4	2	1	2.3451862521880313	0.3792	0.0441	0.10342271372149218	0.8892946268297014	2.241763538466539	1.4558916253583298	1	1	incident	cfdna	VSlow
1	Esophagus	4	3	1	0.9990749905821089	0.226	0.0441	0.044059207084671	0.22579094787155662	0.9550157834974379	0.7732840427105523	1	1	incident	cfdna	VSlow
1	Esophagus	4	4	1	0.37715866081529953	0.0441	0.0441	0.01663269694195471	0.01663269694195471	0.3605259638733448	0.3605259638733448	1	1	incident	cfdna	VSlow
1	Esophagus	4	4	2	0.4952204471620241	0.0441	0.0441	0.021839221719845266	0.021839221719845266	0.47338122544217887	0.47338122544217887	1	1	incident	soc	VSlow
1	Gallbladder	1	1	1	0	0.5271	0.5271	0	0	0	0	1	1	incident	cfdna	VSlow
1	Gallbladder	1	1	2	1.7997751124437782	0.5271	0.5271	0.9486614617691155	0.9486614617691155	0.8511136506746627	0.8511136506746627	1	1	incident	soc	VSlow
1	Gallbladder	2	1	1	0	0.5271	0.2403	0	0	0	0	1	1	incident	cfdna	VSlow
1	Gallbladder	2	2	1	1.0410804666269067	0.2403	0.2403	0.2501716361304457	0.2501716361304457	0.790908830496461	0.790908830496461	1	1	incident	cfdna	VSlow
1	Gallbladder	2	2	2	1.1548715573610993	0.2403	0.2403	0.2775156352338722	0.2775156352338722	0.8773559221272271	0.8773559221272271	1	1	incident	soc	VSlow
1	Gallbladder	3	1	1	0	0.5271	0.2129	0	0	0	0	1	1	incident	cfdna	VSlow
1	Gallbladder	3	2	1	0.4275661505800893	0.2403	0.2129	0.09102883345850102	0.10274414598439546	0.3365373171215883	0.3248220045956938	1	1	incident	cfdna	VSlow
1	Gallbladder	3	3	1	0.05004786378243924	0.2129	0.2129	0.010655190199281316	0.010655190199281316	0.03939267358315793	0.03939267358315793	1	1	incident	cfdna	VSlow
1	Gallbladder	3	3	2	0.24682376674691683	0.2129	0.2129	0.052548779940418594	0.052548779940418594	0.19427498680649824	0.19427498680649824	1	1	incident	soc	VSlow
1	Gallbladder	4	1	1	0	0.5271	0.0215	0	0	0	0	1	1	incident	cfdna	VSlow
1	Gallbladder	4	2	1	1.6701802757034736	0.2403	0.0215	0.03590887592762468	0.4013443202515447	1.634271399775849	1.268835955451929	1	1	incident	cfdna	VSlow
1	Gallbladder	4	3	1	0.2858425898620144	0.2129	0.0215	0.006145615682033308	0.06085588738162286	0.2796969741799811	0.22498670248039151	1	1	incident	cfdna	VSlow
1	Gallbladder	4	4	1	0.3777782417229612	0.0215	0.0215	0.008122232197043664	0.008122232197043664	0.36965600952591754	0.36965600952591754	1	1	incident	cfdna	VSlow
1	Gallbladder	4	4	2	0.4960339751703215	0.0215	0.0215	0.010664730466161912	0.010664730466161912	0.4853692447041596	0.4853692447041596	1	1	incident	soc	VSlow
1	Head and Neck	1	1	1	7.945710914956533	0.8883	0.8883	7.058175005755888	7.058175005755888	0.8875359092006448	0.8875359092006448	1	1	incident	cfdna	VSlow
1	Head and Neck	1	1	2	2.531265262628739	0.8883	0.8883	2.248522932793109	2.248522932793109	0.2827423298356302	0.2827423298356302	1	1	incident	soc	VSlow
1	Head and Neck	2	1	1	4.610523853751153	0.8883	0.7862	3.6247938538191566	4.095528339287149	0.9857299999319965	0.5149955144640039	1	1	incident	cfdna	VSlow
1	Head and Neck	2	2	1	0.5283843503732821	0.7862	0.7862	0.4154157762634744	0.4154157762634744	0.11296857410980772	0.11296857410980772	1	1	incident	cfdna	VSlow
1	Head and Neck	2	2	2	0.5832222777380439	0.7862	0.7862	0.4585293547576501	0.4585293547576501	0.12469292298039378	0.12469292298039378	1	1	incident	soc	VSlow
1	Head and Neck	3	1	1	5.605871162300282	0.8883	0.6851	3.8405823332919233	4.979695353471341	1.7652888290083586	0.6261758088289416	1	1	incident	cfdna	VSlow
1	Head and Neck	3	2	1	0.7223462425062868	0.7862	0.6851	0.49487941074105707	0.5679086158584427	0.22746683176522967	0.1544376266478441	1	1	incident	cfdna	VSlow
1	Head and Neck	3	3	1	0.08361654684911095	0.6851	0.6851	0.057285696246325915	0.057285696246325915	0.026330850602785033	0.026330850602785033	1	1	incident	cfdna	VSlow
1	Head and Neck	3	3	2	0.5456240884092907	0.6851	0.6851	0.3738070629692051	0.3738070629692051	0.17181702544008562	0.17181702544008562	1	1	incident	soc	VSlow
1	Head and Neck	4	1	1	16.028847695220406	0.8883	0.5483	8.78861719128935	14.238425407664288	7.240230503931057	1.7904222875561198	1	1	incident	cfdna	VSlow
1	Head and Neck	4	2	1	2.065402070281795	0.7862	0.5483	1.1324599551355081	1.623819107655547	0.9329421151462867	0.4415829626262477	1	1	incident	cfdna	VSlow
1	Head and Neck	4	3	1	0.2976406141641514	0.6851	0.5483	0.1631963487462042	0.20391358476386012	0.13444426541794718	0.09372702940029126	1	1	incident	cfdna	VSlow
1	Head and Neck	4	4	1	0.034839701163431366	0.5483	0.5483	0.019102608147909417	0.019102608147909417	0.01573709301552195	0.01573709301552195	1	1	incident	cfdna	VSlow
1	Head and Neck	4	4	2	1.466705219657493	0.5483	0.5483	0.8041944719382035	0.8041944719382035	0.6625107477192895	0.6625107477192895	1	1	incident	soc	VSlow
1	Kidney	1	1	1	0	0.9583	0.9583	0	0	0	0	1	1	incident	cfdna	VSlow
1	Kidney	1	1	2	25.24491264667536	0.9583	0.9583	24.192199789308997	24.192199789308997	1.0527128573663616	1.0527128573663616	1	1	incident	soc	VSlow
1	Kidney	2	1	1	0	0.9583	0.8695	0	0	0	0	1	1	incident	cfdna	VSlow
1	Kidney	2	2	1	0.5288042044681822	0.8695	0.8695	0.45979525578508446	0.45979525578508446	0.06900894868309775	0.06900894868309775	1	1	incident	cfdna	VSlow
1	Kidney	2	2	2	2.8174174382958337	0.8695	0.8695	2.4497444625982276	2.4497444625982276	0.36767297569760615	0.36767297569760615	1	1	incident	soc	VSlow
1	Kidney	3	1	1	0	0.9583	0.7654	0	0	0	0	1	1	incident	cfdna	VSlow
1	Kidney	3	2	1	1.0999742361552822	0.8695	0.7654	0.841920280353253	0.956427598337018	0.2580539558020292	0.14354663781826427	1	1	incident	cfdna	VSlow
1	Kidney	3	3	1	0.7330660244983244	0.7654	0.7654	0.5610887351510174	0.5610887351510174	0.1719772893473069	0.1719772893473069	1	1	incident	cfdna	VSlow
1	Kidney	3	3	2	3.758114889281204	0.7654	0.7654	2.8764611362558337	2.8764611362558337	0.8816537530253706	0.8816537530253706	1	1	incident	soc	VSlow
1	Kidney	4	1	1	0	0.9583	0.1411	0	0	0	0	1	1	incident	cfdna	VSlow
1	Kidney	4	2	1	1.26455371467094	0.8695	0.1411	0.17842852914006965	1.0995294549063823	1.0861251855308705	0.16502425976455762	1	1	incident	cfdna	VSlow
1	Kidney	4	3	1	1.2321943657461154	0.7654	0.1411	0.17386262500677688	0.9431215675420767	1.0583317407393384	0.2890727982040387	1	1	incident	cfdna	VSlow
1	Kidney	4	4	1	1.1942294012853825	0.1411	0.1411	0.16850576852136748	0.16850576852136748	1.025723632764015	1.025723632764015	1	1	incident	cfdna	VSlow
1	Kidney	4	4	2	2.7367330789233777	0.1411	0.1411	0.3861530374360886	0.3861530374360886	2.350580041487289	2.350580041487289	1	1	incident	soc	VSlow
1	Liver/Bile-duct	1	1	1	5.122951441697085	0.4277	0.4277	2.1910863316138434	2.1910863316138434	2.931865110083242	2.931865110083242	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	1	1	2	4.527005944666552	0.4277	0.4277	1.9362004425338843	1.9362004425338843	2.590805502132668	2.590805502132668	1	1	incident	soc	VSlow
1	Liver/Bile-duct	2	1	1	2.850948304679539	0.4277	0.3649	1.0403110363775638	1.219350589911439	1.8106372683019754	1.6315977147681004	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	2	2	1	0.9366045304361794	0.3649	0.3649	0.3417669931561619	0.3417669931561619	0.5948375372800175	0.5948375372800175	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	2	2	2	1.2671867482176153	0.3649	0.3649	0.46239644442460787	0.46239644442460787	0.8047903037930075	0.8047903037930075	1	1	incident	soc	VSlow
1	Liver/Bile-duct	3	1	1	3.481379133724154	0.4277	0.0875	0.3046206742008635	1.4889858554938207	3.1767584595232905	1.9923932782303335	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	3	2	1	1.4238328461347007	0.3649	0.0875	0.12458537403678631	0.5195566055545523	1.2992474720979144	0.9042762405801484	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	3	3	1	0.16666378345346658	0.0875	0.0875	0.014583081052178325	0.014583081052178325	0.15208070240128824	0.15208070240128824	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	3	3	2	1.1006195018391938	0.0875	0.0875	0.09630420641092945	0.09630420641092945	1.0043152954282644	1.0043152954282644	1	1	incident	soc	VSlow
1	Liver/Bile-duct	4	1	1	3.0190631924247695	0.4277	0.0201	0.06068317016773787	1.291253327400074	2.958380022257032	1.7278098650246956	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	4	2	1	1.2347524279357265	0.3649	0.0201	0.0248185238015081	0.4505611609537466	1.2099339041342183	0.7841912669819799	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	4	3	1	0.2113213986381795	0.0875	0.0201	0.004247560112627408	0.018490622380840704	0.20707383852555208	0.1928307762573388	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	4	4	1	0.38376974735234637	0.0201	0.0201	0.007713771921782162	0.007713771921782162	0.3760559754305642	0.3760559754305642	1	1	incident	cfdna	VSlow
1	Liver/Bile-duct	4	4	2	0.5039009988004931	0.0201	0.0201	0.010128410075889912	0.010128410075889912	0.49377258872460317	0.49377258872460317	1	1	incident	soc	VSlow
1	Lung	1	1	1	5.421996157258219	0.6632	0.6632	3.595867851493651	3.595867851493651	1.826128305764568	1.826128305764568	1	1	incident	cfdna	VSlow
1	Lung	1	1	2	31.5333752366485	0.6632	0.6632	20.912934456945287	20.912934456945287	10.620440779703214	10.620440779703214	1	1	incident	soc	VSlow
1	Lung	2	1	1	1.2471635488362491	0.6632	0.4188	0.5223120942526212	0.8271188655882005	0.7248514545836279	0.42004468324804867	1	1	incident	cfdna	VSlow
1	Lung	2	2	1	2.951748539542239	0.4188	0.4188	1.2361922883602898	1.2361922883602898	1.7155562511819493	1.7155562511819493	1	1	incident	cfdna	VSlow
1	Lung	2	2	2	3.3613898798070054	0.4188	0.4188	1.4077500816631738	1.4077500816631738	1.9536397981438314	1.9536397981438314	1	1	incident	soc	VSlow
1	Lung	3	1	1	6.6255563531925725	0.6632	0.1986	1.315835491744045	4.394068973437315	5.309720861448528	2.2314873797552583	1	1	incident	cfdna	VSlow
1	Lung	3	2	1	19.521764698354403	0.4188	0.1986	3.8770224690931845	8.175715055670825	15.644742229261219	11.346049642683578	1	1	incident	cfdna	VSlow
1	Lung	3	3	1	3.889388412724008	0.1986	0.1986	0.772432538766988	0.772432538766988	3.11695587395702	3.11695587395702	1	1	incident	cfdna	VSlow
1	Lung	3	3	2	10.12739474171445	0.1986	0.1986	2.01130059570449	2.01130059570449	8.11609414600996	8.11609414600996	1	1	incident	soc	VSlow
1	Lung	4	1	1	12.92481991744543	0.6632	0.0486	0.6281462479878478	8.571740569249808	12.296673669457581	4.35307934819562	1	1	incident	cfdna	VSlow
1	Lung	4	2	1	38.082129220045665	0.4188	0.0486	1.8507914800942193	15.948795717355125	36.23133773995145	22.133333502690537	1	1	incident	cfdna	VSlow
1	Lung	4	3	1	11.093403835586928	0.1986	0.0486	0.5391394264095247	2.203150001747564	10.554264409177403	8.890253833839363	1	1	incident	cfdna	VSlow
1	Lung	4	4	1	4.149316768293961	0.0486	0.0486	0.20165679493908648	0.20165679493908648	3.9476599733548743	3.9476599733548743	1	1	incident	cfdna	VSlow
1	Lung	4	4	2	12.10055269055037	0.0486	0.0486	0.5880868607607479	0.5880868607607479	11.512465829789623	11.512465829789623	1	1	incident	soc	VSlow
1	Lymphoma	1	1	1	2.5702696569134202	0.8527	0.8527	2.1916689364500734	2.1916689364500734	0.37860072046334675	0.37860072046334675	1	1	incident	cfdna	VSlow
1	Lymphoma	1	1	2	11.954361081609536	0.8527	0.8527	10.193483694288451	10.193483694288451	1.7608773873210843	1.7608773873210843	1	1	incident	soc	VSlow
1	Lymphoma	2	1	1	1.4885251872964544	0.8527	0.7964	1.1854614591628962	1.2692654272076866	0.30306372813355814	0.2192597600887677	1	1	incident	cfdna	VSlow
1	Lymphoma	2	2	1	3.501549991027386	0.7964	0.7964	2.7886344128542104	2.7886344128542104	0.7129155781731759	0.7129155781731759	1	1	incident	cfdna	VSlow
1	Lymphoma	2	2	2	2.927403198256332	0.7964	0.7964	2.331383907091343	2.331383907091343	0.5960192911649892	0.5960192911649892	1	1	incident	soc	VSlow
1	Lymphoma	3	1	1	1.7056452707169751	0.8527	0.7265	1.2391512891758825	1.4544037223403647	0.4664939815410926	0.2512415483766104	1	1	incident	cfdna	VSlow
1	Lymphoma	3	2	1	4.511235410247008	0.7964	0.7265	3.2774125255444515	3.5927478807207174	1.2338228847025565	0.9184875295262909	1	1	incident	cfdna	VSlow
1	Lymphoma	3	3	1	0.5305930403266849	0.7265	0.7265	0.38547584379733657	0.38547584379733657	0.1451171965293483	0.1451171965293483	1	1	incident	cfdna	VSlow
1	Lymphoma	3	3	2	2.3248682614105958	0.7265	0.7265	1.6890167919147978	1.6890167919147978	0.6358514694957978	0.6358514694957978	1	1	incident	soc	VSlow
1	Lymphoma	4	1	1	3.48853518649702	0.8527	0.6591	2.299293541420186	2.9746739535260094	1.1892416450768342	0.513861232971011	1	1	incident	cfdna	VSlow
1	Lymphoma	4	2	1	9.226774015327726	0.7964	0.6591	6.081366753502504	7.348202825807	3.1454072618252216	1.8785711895207249	1	1	incident	cfdna	VSlow
1	Lymphoma	4	3	1	1.3510042529974426	0.7265	0.6591	0.8904469031506145	0.9815045898026421	0.46055734984682817	0.36949966319480054	1	1	incident	cfdna	VSlow
1	Lymphoma	4	4	1	0.295270339795111	0.6591	0.6591	0.19461268095895767	0.19461268095895767	0.10065765883615334	0.10065765883615334	1	1	incident	cfdna	VSlow
